@ingestionTime,@timestamp,IngestDelaySecs,IngestDelayMins,TimeStampEpoch,SentTimeEpoch,SentTime,TimeStampDelaySec,srcAddr,srcPort,dstAddr,dstPort
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174459,2022-03-01 22:40:59.000,-23,10.0.1.104,41211,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174460,2022-03-01 22:41:00.000,-24,10.0.1.104,41212,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174461,2022-03-01 22:41:01.000,-25,10.0.1.104,41213,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174462,2022-03-01 22:41:02.000,34,10.0.1.104,41214,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174463,2022-03-01 22:41:03.000,33,10.0.1.104,41215,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174464,2022-03-01 22:41:04.000,-28,10.0.1.104,41216,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174465,2022-03-01 22:41:05.000,31,10.0.1.104,41217,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174466,2022-03-01 22:41:06.000,-30,10.0.1.104,41218,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174467,2022-03-01 22:41:07.000,29,10.0.1.104,41219,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174468,2022-03-01 22:41:08.000,-32,10.0.1.104,41220,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174469,2022-03-01 22:41:09.000,-33,10.0.1.104,41221,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174470,2022-03-01 22:41:10.000,26,10.0.1.104,41222,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174471,2022-03-01 22:41:11.000,25,10.0.1.104,41223,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174472,2022-03-01 22:41:12.000,24,10.0.1.104,41224,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174473,2022-03-01 22:41:13.000,23,10.0.1.104,41225,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174474,2022-03-01 22:41:14.000,-38,10.0.1.104,41226,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174475,2022-03-01 22:41:15.000,21,10.0.1.104,41227,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174476,2022-03-01 22:41:16.000,-40,10.0.1.104,41228,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174477,2022-03-01 22:41:17.000,19,10.0.1.104,41229,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174478,2022-03-01 22:41:18.000,18,10.0.1.104,41230,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174479,2022-03-01 22:41:19.000,-43,10.0.1.104,41231,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174480,2022-03-01 22:41:20.000,16,10.0.1.104,41232,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174481,2022-03-01 22:41:21.000,15,10.0.1.104,41233,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174482,2022-03-01 22:41:22.000,14,10.0.1.104,41234,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174483,2022-03-01 22:41:23.000,13,10.0.1.104,41235,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174484,2022-03-01 22:41:24.000,12,10.0.1.104,41236,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174485,2022-03-01 22:41:25.000,-49,10.0.1.104,41237,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174486,2022-03-01 22:41:26.000,10,10.0.1.104,41238,18.209.225.131,7777
2022-03-01 22:47:33.257,2022-03-01 22:40:36.000,417.257,6.9543,1646174436,1646174487,2022-03-01 22:41:27.000,-51,10.0.1.104,41239,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174488,2022-03-01 22:41:28.000,8,10.0.1.104,41240,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174489,2022-03-01 22:41:29.000,7,10.0.1.104,41241,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174490,2022-03-01 22:41:30.000,6,10.0.1.104,41242,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174491,2022-03-01 22:41:31.000,5,10.0.1.104,41243,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174492,2022-03-01 22:41:32.000,4,10.0.1.104,41244,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174493,2022-03-01 22:41:33.000,3,10.0.1.104,41245,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174494,2022-03-01 22:41:34.000,2,10.0.1.104,41246,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174495,2022-03-01 22:41:35.000,1,10.0.1.104,41247,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174496,2022-03-01 22:41:36.000,0,10.0.1.104,41248,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174497,2022-03-01 22:41:37.000,-1,10.0.1.104,41249,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174498,2022-03-01 22:41:38.000,-2,10.0.1.104,41250,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174499,2022-03-01 22:41:39.000,-3,10.0.1.104,41251,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174500,2022-03-01 22:41:40.000,-4,10.0.1.104,41252,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174501,2022-03-01 22:41:41.000,-5,10.0.1.104,41253,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174502,2022-03-01 22:41:42.000,-6,10.0.1.104,41254,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174503,2022-03-01 22:41:43.000,-7,10.0.1.104,41255,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174504,2022-03-01 22:41:44.000,-8,10.0.1.104,41256,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174505,2022-03-01 22:41:45.000,-9,10.0.1.104,41257,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174506,2022-03-01 22:41:46.000,-10,10.0.1.104,41258,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174507,2022-03-01 22:41:47.000,-11,10.0.1.104,41259,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174508,2022-03-01 22:41:48.000,-12,10.0.1.104,41260,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174509,2022-03-01 22:41:49.000,-13,10.0.1.104,41261,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174510,2022-03-01 22:41:50.000,-14,10.0.1.104,41262,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174511,2022-03-01 22:41:51.000,45,10.0.1.104,41263,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174512,2022-03-01 22:41:52.000,44,10.0.1.104,41264,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174513,2022-03-01 22:41:53.000,43,10.0.1.104,41265,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174514,2022-03-01 22:41:54.000,-18,10.0.1.104,41266,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174515,2022-03-01 22:41:55.000,-19,10.0.1.104,41267,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174516,2022-03-01 22:41:56.000,-20,10.0.1.104,41268,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174517,2022-03-01 22:41:57.000,39,10.0.1.104,41269,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174518,2022-03-01 22:41:58.000,-22,10.0.1.104,41270,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174519,2022-03-01 22:41:59.000,-23,10.0.1.104,41271,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174520,2022-03-01 22:42:00.000,-24,10.0.1.104,41272,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174521,2022-03-01 22:42:01.000,35,10.0.1.104,41273,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174522,2022-03-01 22:42:02.000,-26,10.0.1.104,41274,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174523,2022-03-01 22:42:03.000,-27,10.0.1.104,41275,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174524,2022-03-01 22:42:04.000,-28,10.0.1.104,41276,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174525,2022-03-01 22:42:05.000,-29,10.0.1.104,41277,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174526,2022-03-01 22:42:06.000,30,10.0.1.104,41278,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174527,2022-03-01 22:42:07.000,-31,10.0.1.104,41279,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174528,2022-03-01 22:42:08.000,-32,10.0.1.104,41280,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174529,2022-03-01 22:42:09.000,-33,10.0.1.104,41281,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174530,2022-03-01 22:42:10.000,-34,10.0.1.104,41282,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174531,2022-03-01 22:42:11.000,25,10.0.1.104,41283,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174532,2022-03-01 22:42:12.000,-36,10.0.1.104,41284,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174533,2022-03-01 22:42:13.000,-37,10.0.1.104,41285,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174534,2022-03-01 22:42:14.000,22,10.0.1.104,41286,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174535,2022-03-01 22:42:15.000,-39,10.0.1.104,41287,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174536,2022-03-01 22:42:16.000,20,10.0.1.104,41288,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174537,2022-03-01 22:42:17.000,19,10.0.1.104,41289,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174539,2022-03-01 22:42:19.000,17,10.0.1.104,41291,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174540,2022-03-01 22:42:20.000,-44,10.0.1.104,41292,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174541,2022-03-01 22:42:21.000,15,10.0.1.104,41293,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174542,2022-03-01 22:42:22.000,14,10.0.1.104,41294,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174543,2022-03-01 22:42:23.000,13,10.0.1.104,41295,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174544,2022-03-01 22:42:24.000,12,10.0.1.104,41296,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174545,2022-03-01 22:42:25.000,11,10.0.1.104,41297,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174546,2022-03-01 22:42:26.000,10,10.0.1.104,41298,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174547,2022-03-01 22:42:27.000,9,10.0.1.104,41299,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:41:36.000,357.215,5.9536,1646174496,1646174548,2022-03-01 22:42:28.000,-52,10.0.1.104,41300,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174549,2022-03-01 22:42:29.000,7,10.0.1.104,41301,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174550,2022-03-01 22:42:30.000,6,10.0.1.104,41302,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174551,2022-03-01 22:42:31.000,5,10.0.1.104,41303,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174552,2022-03-01 22:42:32.000,4,10.0.1.104,41304,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174553,2022-03-01 22:42:33.000,3,10.0.1.104,41305,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174554,2022-03-01 22:42:34.000,2,10.0.1.104,41306,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174555,2022-03-01 22:42:35.000,1,10.0.1.104,41307,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174556,2022-03-01 22:42:36.000,0,10.0.1.104,41308,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174557,2022-03-01 22:42:37.000,-1,10.0.1.104,41309,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174558,2022-03-01 22:42:38.000,-2,10.0.1.104,41310,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174559,2022-03-01 22:42:39.000,58,10.0.1.104,41311,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174560,2022-03-01 22:42:40.000,-4,10.0.1.104,41312,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174561,2022-03-01 22:42:41.000,-5,10.0.1.104,41313,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174562,2022-03-01 22:42:42.000,55,10.0.1.104,41314,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174563,2022-03-01 22:42:43.000,-7,10.0.1.104,41315,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174564,2022-03-01 22:42:44.000,-8,10.0.1.104,41316,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174565,2022-03-01 22:42:45.000,-9,10.0.1.104,41317,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174566,2022-03-01 22:42:46.000,51,10.0.1.104,41318,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174567,2022-03-01 22:42:47.000,-11,10.0.1.104,41319,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174568,2022-03-01 22:42:48.000,-12,10.0.1.104,41320,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174569,2022-03-01 22:42:49.000,-13,10.0.1.104,41321,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174570,2022-03-01 22:42:50.000,-14,10.0.1.104,41322,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174571,2022-03-01 22:42:51.000,-15,10.0.1.104,41323,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174572,2022-03-01 22:42:52.000,45,10.0.1.104,41324,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174573,2022-03-01 22:42:53.000,-17,10.0.1.104,41325,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174574,2022-03-01 22:42:54.000,-18,10.0.1.104,41326,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174575,2022-03-01 22:42:55.000,-19,10.0.1.104,41327,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174576,2022-03-01 22:42:56.000,-20,10.0.1.104,41328,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174577,2022-03-01 22:42:57.000,-21,10.0.1.104,41329,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174578,2022-03-01 22:42:58.000,-22,10.0.1.104,41330,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174579,2022-03-01 22:42:59.000,-23,10.0.1.104,41331,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174580,2022-03-01 22:43:00.000,37,10.0.1.104,41332,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174581,2022-03-01 22:43:01.000,36,10.0.1.104,41333,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174582,2022-03-01 22:43:02.000,-26,10.0.1.104,41334,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174583,2022-03-01 22:43:03.000,-27,10.0.1.104,41335,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174584,2022-03-01 22:43:04.000,33,10.0.1.104,41336,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174585,2022-03-01 22:43:05.000,-29,10.0.1.104,41337,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174586,2022-03-01 22:43:06.000,31,10.0.1.104,41338,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174587,2022-03-01 22:43:07.000,30,10.0.1.104,41339,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174588,2022-03-01 22:43:08.000,29,10.0.1.104,41340,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174589,2022-03-01 22:43:09.000,-33,10.0.1.104,41341,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174590,2022-03-01 22:43:10.000,27,10.0.1.104,41342,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174591,2022-03-01 22:43:11.000,-35,10.0.1.104,41343,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174592,2022-03-01 22:43:12.000,25,10.0.1.104,41344,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174593,2022-03-01 22:43:13.000,-37,10.0.1.104,41345,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174594,2022-03-01 22:43:14.000,23,10.0.1.104,41346,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174595,2022-03-01 22:43:15.000,22,10.0.1.104,41347,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174596,2022-03-01 22:43:16.000,21,10.0.1.104,41348,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174597,2022-03-01 22:43:17.000,20,10.0.1.104,41349,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174598,2022-03-01 22:43:18.000,19,10.0.1.104,41350,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174599,2022-03-01 22:43:19.000,18,10.0.1.104,41351,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174600,2022-03-01 22:43:20.000,17,10.0.1.104,41352,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174601,2022-03-01 22:43:21.000,16,10.0.1.104,41353,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174602,2022-03-01 22:43:22.000,15,10.0.1.104,41354,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174603,2022-03-01 22:43:23.000,14,10.0.1.104,41355,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174604,2022-03-01 22:43:24.000,13,10.0.1.104,41356,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174605,2022-03-01 22:43:25.000,12,10.0.1.104,41357,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174606,2022-03-01 22:43:26.000,11,10.0.1.104,41358,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174607,2022-03-01 22:43:27.000,10,10.0.1.104,41359,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:42:36.000,297.215,4.9536,1646174556,1646174608,2022-03-01 22:43:28.000,-52,10.0.1.104,41360,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174609,2022-03-01 22:43:29.000,8,10.0.1.104,41361,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174610,2022-03-01 22:43:30.000,7,10.0.1.104,41362,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174611,2022-03-01 22:43:31.000,6,10.0.1.104,41363,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174612,2022-03-01 22:43:32.000,5,10.0.1.104,41364,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174613,2022-03-01 22:43:33.000,4,10.0.1.104,41365,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174614,2022-03-01 22:43:34.000,3,10.0.1.104,41366,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174615,2022-03-01 22:43:35.000,2,10.0.1.104,41367,18.209.225.131,7777
2022-03-01 22:47:33.215,2022-03-01 22:43:37.000,236.215,3.9369,1646174617,1646174616,2022-03-01 22:43:36.000,1,10.0.1.104,41368,18.209.225.131,7777
